what,kind,bundleId,bundleVersion,description,time
error,log,,,"NXJ_HOME is not set. Please specify it in the plug-in's preferences",1553081273503
error,log,,,"NXJ_HOME is not set. Please specify it in the plug-in's preferences",1553081279961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081282789
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081303425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081306053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081364776
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1553081366992
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1553081366997
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1553081367029
started,bundle,org.eclipse.equinox.http.servlet,1.1.0.v20100503,"org.eclipse.equinox.http.servlet",1553081367062
started,bundle,org.eclipse.equinox.http.registry,1.1.0.v20100503,"org.eclipse.equinox.http.registry",1553081367145
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.helpContents",1553081367266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081367293
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1553081367383
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.200.v20100421,"org.eclipse.equinox.jsp.jasper",1553081367386
started,bundle,org.eclipse.help.webapp,3.5.2.r36_r20100816,"org.eclipse.help.webapp",1553081367777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081526683
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081528501
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081661799
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1553081664045
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1553081664050
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1553081664300
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1553081664313
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1553081664330
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1553081664342
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1553081664344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1553081664510
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1553081675559
