what,kind,bundleId,bundleVersion,description,time
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1554112549919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112552485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112574924
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112581330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112590129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112603549
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1554112632803
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1554112635426
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112686734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1554112704256
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1554112706059
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1554112708817
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112776943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112836845
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112854670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112856709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112864431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112866618
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112886351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1554112927444
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1554112930462
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112930618
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1554112933618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112950962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112962788
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1554112964104
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112964557
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1554112964713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112969326
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112970888
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112970935
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112973108
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1554112974874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1554112979692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112980347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112981212
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1554112981397
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1554112981629
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1554112981629
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1554112981629
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1554112981629
