what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555011959766
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1555011960643
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1555011963681
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555011975188
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012046355
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012054913
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1555012058740
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1555012059572
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1555012062661
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012063466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012111609
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012115089
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012116731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012117958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012303430
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1555012305115
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1555012307811
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012309047
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012340555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012341848
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012359807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012364709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012425541
executed,command,,,"org.lejos.ev3.ldt.LaunchEV3Shortcut.run",1555012429801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012430799
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012432404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012434281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012435273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012443647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012447326
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012455964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012876285
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012884659
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1555012887682
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012890774
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012892515
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012894442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012895956
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1555012993370
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555012994453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1555013046026
